"116.294285038324 40.0995665402637,116.294267253331 40.0995902706745",-1
"116.294889696602 40.0986955981234,116.294762572934 40.098853709731,116.294648679193 40.0990017210526,116.294577585987 40.0990980528329,116.294481443064 40.0992352992697,116.294320299842 40.0994616262531,116.294309852418 40.099480279991,116.294303197435 40.0994915520935,116.294298324908 40.0995011712421,116.294211016026 40.0996627191592,116.294210992643 40.0996627524341,116.294134407277 40.0997710631841,116.293843619587 40.1001298755933,116.293766374119 40.1002316869428,116.2936720829 40.1003610229429,116.293557996704 40.1005246473946,116.293376410093 40.100789354745,116.293236653649 40.1010097012368,116.293005211322 40.1013667356864,116.292877576839 40.1015718089918,116.292775611705 40.1017556106329,116.292585454555 40.1020965238355",1
"116.292862620214 40.102184344432,116.293007688954 40.1019225607776,116.293102167231 40.1017571223933,116.293181789608 40.1016212249396,116.293281020803 40.1014571490282,116.293516164739 40.1010911492372,116.293656871767 40.1008758938075,116.29386214832 40.1005704022024,116.294053321703 40.1003079359625,116.294158652999 40.1001686120918,116.294205835031 40.100113334363,116.294217718673 40.1001028797442,116.294239863579 40.1000862962456,116.294255551353 40.1000756608631,116.294263038209 40.1000702055756,116.294276744776 40.1000590000229,116.294298610892 40.1000379100216,116.294335176427 40.1000002653001,116.294339453603 40.0999959017895,116.294343132729 40.0999915643592,116.294346685951 40.099987497625,116.294390391204 40.0999331731775,116.294512796129 40.0997886368362,116.294605884054 40.0996693147871,116.294811995177 40.0993945386271,116.295117690929 40.0990054991046,116.295246632126 40.0988432344278",1
"116.292699711623 40.1021350516913,116.29278645573 40.1019825842289,116.292859040013 40.1018487012566,116.292880728063 40.1018100681802,116.292924698616 40.1017298477543,116.293013828625 40.101580770736,116.293038488036 40.1015398650728,116.293184364367 40.1013112484154,116.293283594662 40.1011551252089,116.293350012293 40.1010464448376,116.293511806625 40.1007985323265,116.293633024445 40.1006230907831,116.293705580848 40.1005126666263,116.293878356801 40.1002789903832,116.29404235627 40.1000659140108,116.294164522874 40.0999146507406,116.294233449614 40.0998302916347,116.294327283078 40.0997067400741,116.294328998085 40.0997044818764,116.29442264359 40.0995793987703,116.294504881195 40.0994681319488,116.294715464647 40.0991837843043,116.294795325344 40.0990765167679,116.294880414699 40.0989688859054,116.29504203726 40.0987634420792",4
"116.29508767066 40.0987823503253,116.294922245765 40.0989943403166,116.294821945277 40.0991212418519,116.294739232829 40.099229963592,116.294582364085 40.0994404975809,116.294511536179 40.09953612789,116.294367025918 40.099726661856,116.294279084812 40.0998422921881,116.294104153184 40.1000571869897,116.294103896877 40.1000575206381,116.294029775654 40.100154147396,116.293867203409 40.1003694046244,116.293766427179 40.100504668056,116.293660951092 40.1006567254276,116.293533197899 40.1008508009238,116.293475521678 40.100937869687,116.293397680858 40.1010610417337,116.293246183764 40.1012998153342,116.293108009227 40.1015144133596,116.292990639606 40.1017096606723,116.292887011626 40.1018921888735,116.292745782092 40.1021498113648",4
"116.294249019577 40.1000595863808,116.294266327929 40.100037743647",-1
"116.294284392611 40.1000149476318,116.294305504196 40.0999883070148",-1
"116.294321346653 40.0999683141864,116.294340618225 40.0999439947196",-1
"116.294357925678 40.0999221528851,116.294375608148 40.0998998389065",-1
"116.294393040606 40.0998778396906,116.294411296844 40.0998548008585",-1
"116.294427906423 40.0998338421581,116.294447111445 40.0998096063283",-1
"116.294465559238 40.0997863255785,116.294484515148 40.0997624054107",-1
"116.294501238042 40.099741300121,116.294521468291 40.0997157719654",-1
"116.294540424201 40.0996918499989,116.294557980766 40.099669694301",-1
"116.294576106602 40.0996466680593,116.294594727964 40.0996220194407",-1
"116.294612689224 40.0995982422651,116.294630833946 40.0995742222726",-1
"116.294647116172 40.0995526691204,116.294666885069 40.0995264988489",-1
"116.294683579184 40.0995043998083,116.294703718602 40.0994777394062",-1
"116.2947218948 40.0994536771456,116.294741101621 40.099428252412",-1
"116.294754998844 40.0994098549809,116.294774325275 40.0993842719666",-1
"116.294790987014 40.0993622160934,116.29480909936 40.0993382383691",-1
"116.294826063272 40.0993157822976,116.294844642366 40.0992911867389",-1
"116.29486308926 40.0992667683468,116.294882373423 40.0992412401911",-1
"116.294898330094 40.0992201160156,116.294917243736 40.0991950788898",-1
"116.294932789417 40.0991744997035,116.294954292207 40.099146034362",-1
"116.295005231606 40.0990796563012,116.295025132704 40.0990546956178",-1
"116.294969045585 40.0991265028858,116.294990069936 40.0990986733651",-1
"116.295042111005 40.099033400571,116.295061103787 40.099009580228",-1
"116.295080518351 40.0989852310836,116.295098926574 40.0989621427887",-1
"116.295116686386 40.0989398692796,116.295136996675 40.0989143950833",-1
"116.295152274358 40.0988952341278,116.295174378795 40.0988675098278",-1
"116.295190607061 40.0988471563712,116.295205999857 40.0988278497255",-1
"116.294309573628 40.0998611239917,116.294345857675 40.0998160472728",3
"116.294399126319 40.0997493418587,116.29443746082 40.0997006201875",3
"116.294473913041 40.0997130937843,116.29443500657 40.099764508925",2
"116.294491573927 40.0996318454334,116.294530367083 40.0995810885964",3
"116.294565034149 40.0995927581993,116.294526919981 40.0996430446908",2
"116.294653792738 40.0994764210001,116.294617811763 40.0995235823475",2
"116.294581991766 40.099508428771,116.294617408866 40.0994585811487",3
"116.294383830649 40.0998321397415,116.294348400059 40.0998760797174",2
"116.294291444195 40.0999464804458,116.294256288797 40.099989932989",2
"116.294201839343 40.1000572337544,116.294165216252 40.1001025847665",2
"116.294127206406 40.1000876883962,116.2941682029 40.10003675799",3
"116.294111383733 40.1001720106298,116.29407732371 40.1002159353172",2
"116.294038543144 40.1002008419953,116.294073369391 40.1001545682788",3
"116.293950289974 40.1003181027983,116.293986237675 40.1002703398044",3
"116.293864890352 40.1004331090008,116.293899327192 40.100385818151",3
"116.294217296891 40.1000988148085,116.294233934349 40.1000786241293",-1
"116.294665947076 40.0993915942468,116.294701315613 40.0993440039227",3
"116.294745987637 40.0992838986331,116.294783228563 40.0992337911066",3
"116.295021262921 40.0989308149053,116.295058642342 40.0988849368904",3
"116.294927967252 40.0990480163529,116.294964720745 40.0990008469116",3
"116.294834559168 40.0991678950824,116.294876878565 40.099113582326",3
"116.295113528866 40.0988175731725,116.295129320062 40.0987981918831",3
"116.295170282383 40.0988140352396,116.2951531476 40.098835195388",2
"116.295097427404 40.0989040079137,116.295061183827 40.0989487653733",2
"116.29500451035 40.0990187542122,116.294964769309 40.0990681413817",2
"116.294915358757 40.0991311316964,116.294873667985 40.0991842843273",2
"116.294824021811 40.0992500643391,116.294785734974 40.099301167415",2
"116.294740760778 40.0993611962622,116.294707313192 40.0994058413066",2
"116.294025377969 40.1002829276151,116.293986979616 40.1003324487835",2
"116.293936720104 40.1004001110763,116.293902292257 40.1004491421143",2
"116.293770565859 40.1006390339643,116.29373766686 40.1006871809687",2
"116.293698015751 40.1006705920742,116.293731019071 40.1006206770027",3
"116.293781253402 40.1005485837502,116.293813846632 40.1005035825743",3
"116.293853208159 40.1005190464169,116.293822716645 40.1005632031294",2
"116.293687071002 40.1007625477534,116.293655075821 40.1008116678242",2
"116.293615432806 40.1007959611647,116.293649153786 40.1007444938634",3
"116.293608573677 40.1008830614042,116.293575761013 40.1009334387273",2
"116.293537482269 40.1009172113602,116.293570677145 40.100865576785",3
"116.293530018795 40.1010036640879,116.29349882581 40.1010515008261",2
"116.293458064039 40.1010395479369,116.293491168083 40.1009890312189",3
"116.293452169882 40.101122740622,116.293420634255 40.1011708939217",2
"116.293373644678 40.1012426418345,116.293341509203 40.1012917097447",2
"116.293294703088 40.1013654442599,116.293266482362 40.1014113339659",2
"116.293380312252 40.101158199991,116.293413767931 40.1011071445791",3
"116.293307747754 40.1012706179447,116.293338470394 40.1012226328183",3
"116.293238460387 40.1013788405611,116.293269738807 40.1013299857902",3
"116.293220975767 40.1014853310832,116.29319017039 40.1015354242205",2
"116.293146312253 40.1016067422574,116.293116313567 40.1016555205858",2
"116.293073691997 40.1017293117584,116.293046081911 40.1017773103746",2
"116.293032475169 40.1017186296111,116.293061424345 40.1016694456884",3
"116.293100031341 40.1016040326001,116.293127734957 40.1015570915866",3
"116.293165686347 40.1014927891609,116.293196807387 40.1014439002159",3
"116.292965225665 40.1018332823801,116.292994700945 40.1017830309622",3
"116.29300222917 40.1018535459045,116.292972958036 40.1019044304452",2
"116.292894565032 40.1019571585961,116.292923620329 40.101904552753",3
"116.292824033003 40.1020848632259,116.292851331024 40.1020354382849",3
"116.294964494116 40.0988026183462,116.294928755957 40.0988478488492",3
"116.294886835859 40.0988299037771,116.294922377965 40.0987823260436",2
"116.294925994139 40.0987111393077,116.294906787318 40.0987360918972",-1
"116.294889967298 40.0987579436243,116.294871550981 40.0987818709866",-1
"116.294855460311 40.0988024258913,116.294834571758 40.0988290557164",-1
"116.294818339895 40.098849750016,116.294798585387 40.0988749364292",-1
"116.294781595394 40.0988964805882,116.294761364246 40.0989221058705",-1
"116.294743854445 40.0989442858502,116.294724260017 40.0989691044407",-1
"116.29470946527 40.0989878454128,116.294688580314 40.0990142594006",-1
"116.294670416706 40.0990372271863,116.294650791701 40.0990620430789",-1
"116.294598257803 40.0991294139913,116.294577315291 40.0991590520487",-1
"116.294563536778 40.099178547552,116.294544730155 40.0992051629879",-1
"116.294527277012 40.0992298619686,116.294508579208 40.0992565601422",-1
"116.294636110268 40.0990806077839,116.294614656941 40.0991077358334",-1
"116.294491815845 40.0992806655703,116.294474146864 40.0993060750154",-1
"116.294456164021 40.0993319359201,116.294440583266 40.0993543407303",-1
"116.294422619309 40.0993801746554,116.294404093274 40.09940610211",-1
"116.294387720217 40.0994281660771,116.294367641054 40.0994552248788",-1
"116.294352053105 40.0994762312431,116.294333627795 40.0995010597262",-1
"116.294246048217 40.099618700043,116.294225065235 40.0996459486017",-1
"116.29431449202 40.0995270933008,116.294297391412 40.0995498938126",-1
"116.29487409966 40.0989170229024,116.294838311139 40.0989623172572",3
"116.294797457637 40.0989470215878,116.294837047592 40.098896468897",2
"116.294709163997 40.0990597641968,116.294744669231 40.0990144266745",2
"116.294784125187 40.0990308968584,116.294747155857 40.0990778360733",3
"116.294694708294 40.0991444893268,116.294657539314 40.0991960726407",3
"116.2946192219 40.0991810036005,116.294655280217 40.0991289040757",2
"116.294605432595 40.0992684689647,116.294571183713 40.0993160565908",3
"116.294517186619 40.0993910798345,116.294482479083 40.0994388239426",3
"116.294444006985 40.0994226883064,116.29447819831 40.0993754424228",2
"116.294533690078 40.0993002815828,116.294568669209 40.0992529736459",2
"116.294430477585 40.0995085528775,116.29439359369 40.0995580119927",3
"116.294354542428 40.0995450716478,116.294393454295 40.0994925422471",2
"116.294340524695 40.0996291726482,116.294303709149 40.0996782963164",3
"116.294164108287 40.0998609324361,116.294125149656 40.099909594752",3
"116.294085864571 40.0998920228986,116.294125828644 40.0998455306467",2
"116.294254408314 40.0997440151742,116.294217742055 40.0997928897301",3
"116.294178831088 40.0997800141364,116.294218301433 40.0997276807879",2
"116.294266933172 40.0996629565802,116.294304135428 40.0996130666898",2
"116.293902562054 40.1001219372777,116.293939588941 40.1000737893739",2
"116.293991182147 40.10000669905,116.294034737213 40.0999528116729",2
"116.294074530415 40.0999723089749,116.294030819767 40.1000260758428",3
"116.293979250842 40.100089508624,116.293941753609 40.1001373579527",3
"116.293892395218 40.1002025084391,116.29385572716 40.1002509081529",3
"116.293817203801 40.1002334711978,116.293853600263 40.1001856056812",2
"116.293804777868 40.1003181567576,116.293769115253 40.1003652299714",3
"116.293729890422 40.1003498911346,116.293768114307 40.1002995911533",2
"116.293720749713 40.1004314119801,116.293683898193 40.1004824691906",3
"116.293543298185 40.1006802966584,116.293506560879 40.1007353432615",3
"116.293458222319 40.1008077701625,116.293425815249 40.1008563263584",3
"116.293630055783 40.1005570625584,116.293592260874 40.1006094255846",3
"116.293465539203 40.1007210107661,116.293507231773 40.1006617076717",2
"116.293555118874 40.1005945543952,116.293594310429 40.100539434947",2
"116.293645817301 40.1004663335545,116.293682621156 40.1004140991314",2
"116.293377306717 40.1009318082564,116.293345595723 40.1009821639958",3
"116.293302406681 40.1009694772596,116.293333596069 40.1009191943654",2
"116.29338242296 40.100842630583,116.293416162826 40.1007914726484",2
"116.293298125009 40.101057543371,116.293265243996 40.101109755311",3
"116.293225484968 40.1010963221376,116.293257538605 40.1010437432742",2
"116.293220497328 40.1011808098465,116.293188562402 40.1012315190194",3
"116.293146964261 40.1012197181155,116.293181187062 40.1011659368585",2
"116.293141715818 40.1013056366459,116.29311105703 40.1013541226947",3
"116.292624729748 40.1021101125917,116.292653791339 40.102056622715",2
"116.292694724882 40.1019812820106,116.292723785574 40.1019277921339",2
"116.292768248056 40.1018458602983,116.292797308749 40.1017923704216",2
"116.292841192067 40.1017205595562,116.29287025276 40.1016670705789",2
"116.292915941018 40.1015873034113,116.292946536853 40.1015343171551",2
"116.292988072042 40.1014640477277,116.29302337313 40.1014128016595",2
"116.293033081312 40.1014779971119,116.29306547759 40.1014256412804",3
"116.292955857427 40.1016039102923,116.292988253705 40.1015515535614",3
"116.293071202674 40.1013393666185,116.293102050319 40.1012897681084",2
"116.292881444823 40.1017290932231,116.292911789747 40.1016760224305",3
"116.292808572758 40.101860327692,116.292837634349 40.1018068378154",3
"116.29273753441 40.1019899235961,116.292766595102 40.1019364337195",3
"116.292665877328 40.1021220394006,116.292694938021 40.1020685504233",3
"116.29283373309 40.1021572469595,116.292862793783 40.1021037579821",2
"116.292902539321 40.1020283309427,116.292931600013 40.1019748419654",2
"116.294218109878 40.0999747560302,116.294254804915 40.0999291666977",3
